LOCATION,TIME,Value (Average - USD)
NOR,1997,33755.7572398348
NOR,1998,34997.5179060068
NOR,1999,36126.3901297276
NOR,2000,36444.1966293975
NOR,2001,37463.2667268409
NOR,2002,38854.5026901913
NOR,2003,39367.2645052495
NOR,2004,40693.2868000603
NOR,2005,41868.8541947332
NOR,2006,43540.0
NOR,2007,45473.0
NOR,2008,46429.0
NOR,2009,46915.0
NOR,2010,47531.0
NOR,2011,49201.0
NOR,2012,50542.0
NOR,2013,51576.0
NOR,2014,51809.0
NOR,2015,52068.0
NOR,2016,51226.0
NOR,2017,51096.0
NOR,2018,51340.0
NOR,2019,52273.0
NOR,2020,52415.0
NOR,2021,53813.2071587588
NOR,2022,53755.9403720413
NOR,2022,50077.077677445486
NOR,2023,50476.1728896338
NOR,2024,50875.26810182213
NOR,2025,51274.36331401044
NOR,2026,51673.45852619877
NOR,2027,52072.55373838708
NOR,2028,52471.6489505754
NOR,2029,52870.744162763716
NOR,2030,53269.83937495203
NZL,1991,32951.4143710611
NZL,1992,34407.171337291
NZL,1993,35296.8926517571
NZL,1994,35919.8727108115
NZL,1995,35759.0
NZL,1996,36347.0971221824
NZL,1997,37379.9433961294
NZL,1998,36766.0249442613
NZL,1999,36307.9567786027
NZL,2000,36451.9332869269
NZL,2001,37143.5850024251
NZL,2002,37829.944950201
NZL,2003,39232.6746922598
NZL,2004,40606.5085802485
NZL,2005,41292.8525571237
NZL,2006,41548.0
NZL,2007,43973.0
NZL,2008,43463.0
NZL,2009,43994.0
NZL,2010,44476.0
NZL,2011,44442.0
NZL,2012,45402.0
NZL,2013,44794.0
NZL,2014,44969.0
NZL,2015,45779.0
NZL,2016,47269.0
NZL,2017,47594.0
NZL,2018,48784.0
NZL,2019,50211.0
NZL,2020,51417.0
NZL,2021,51877.3367043711
NZL,2022,50722.4543013716
NZL,2022,53813.355385296716
NZL,2023,54212.45059748503
NZL,2024,54611.54580967335
NZL,2025,55010.641021861666
NZL,2026,55409.73623404999
NZL,2027,55808.831446238306
NZL,2028,56207.92665842662
NZL,2029,56607.021870614946
NZL,2030,57006.11708280326
OECD,1991,40312.0788302247
OECD,1992,41100.9543601141
OECD,1993,41162.5417194467
OECD,1994,41288.9193250155
OECD,1995,41424.0
OECD,1996,41850.8826679115
OECD,1997,42591.9222788892
OECD,1998,43558.0868355759
OECD,1999,44574.0091379444
OECD,2000,45489.4933493597
OECD,2001,45984.7167448799
OECD,2002,46124.7618588575
OECD,2003,46513.0536953501
OECD,2004,47165.3564536903
OECD,2005,47448.8889271197
OECD,2006,47905.0
OECD,2007,48521.0
OECD,2008,48466.0
OECD,2009,48764.0
OECD,2010,48881.0
OECD,2011,49011.0
OECD,2012,49003.0
OECD,2013,49137.0
OECD,2014,49509.0
OECD,2015,50336.0
OECD,2016,50781.0
OECD,2017,51154.0
OECD,2018,51768.0
OECD,2019,52654.0
OECD,2020,53448.0
OECD,2021,54257.5955364606
OECD,2022,53415.8435243834
OECD,2022,49454.36472613695
OECD,2023,49853.45993832527
OECD,2024,50252.55515051359
OECD,2025,50651.650362701905
OECD,2026,51050.74557489023
OECD,2027,51449.840787078545
OECD,2028,51848.93599926686
OECD,2029,52248.03121145518
OECD,2030,52647.126423643494
POL,1995,18619.0
POL,1996,20106.3327638048
POL,1997,21137.096347856
POL,1998,21767.8813004271
POL,1999,23660.2996667734
POL,2000,23769.6120023227
POL,2001,25120.0418164168
POL,2002,25032.1084833531
POL,2003,25339.5485033509
POL,2004,24784.9419359353
POL,2005,24682.3802777959
POL,2006,24848.0
POL,2007,25664.0
POL,2008,27011.0
POL,2009,26997.0
POL,2010,28091.0
POL,2011,28247.0
POL,2012,27972.0
POL,2013,28274.0
POL,2014,28919.0
POL,2015,29635.0
POL,2016,31199.0
POL,2017,32475.0
POL,2018,34546.0
POL,2019,36667.0
POL,2020,37325.0
POL,2021,37126.6934562862
POL,2022,36896.5592419597
POL,2022,41981.809310434495
POL,2023,42380.90452262282
POL,2024,42779.999734811136
POL,2025,43179.09494699945
POL,2026,43578.19015918777
POL,2027,43977.28537137609
POL,2028,44376.38058356441
POL,2029,44775.475795752725
POL,2030,45174.57100794104
PRT,1995,27425.0
PRT,1996,28439.8086954218
PRT,1997,29179.2122491863
PRT,1998,29544.2883954391
PRT,1999,30550.5170050681
PRT,2000,30975.0102916494
PRT,2001,31099.3970992402
PRT,2002,31085.9971051497
PRT,2003,31014.3813753775
PRT,2004,31055.5545908429
PRT,2005,30885.7878852021
PRT,2006,30215.0
PRT,2007,30417.0
PRT,2008,30315.0
PRT,2009,31716.0
PRT,2010,31589.0
PRT,2011,30820.0
PRT,2012,29496.0
PRT,2013,30056.0
PRT,2014,29538.0
PRT,2015,29448.0
PRT,2016,29320.0
PRT,2017,29433.0
PRT,2018,29919.0
PRT,2019,31081.0
PRT,2020,31300.0
PRT,2021,32089.3779752031
PRT,2022,31921.6599934728
PRT,2022,48208.93882351987
PRT,2023,48608.034035708195
PRT,2024,49007.12924789651
PRT,2025,49406.22446008483
PRT,2026,49805.31967227315
PRT,2027,50204.41488446147
PRT,2028,50603.510096649785
PRT,2029,51002.6053088381
PRT,2030,51401.70052102642
SVK,1994,11728.8130571289
SVK,1995,12627.0
SVK,1996,13654.0219746311
SVK,1997,15504.4441366861
SVK,1998,16114.9316180542
SVK,1999,15779.4941628587
SVK,2000,16381.1268031448
SVK,2001,16382.0719690517
SVK,2002,17226.4836409828
SVK,2003,17559.1945221729
SVK,2004,17812.3573685056
SVK,2005,18906.777462061
SVK,2006,19561.0
SVK,2007,20761.0
SVK,2008,20974.0
SVK,2009,21689.0
SVK,2010,22642.0
SVK,2011,22443.0
SVK,2012,22161.0
SVK,2013,22333.0
SVK,2014,22781.0
SVK,2015,23676.0
SVK,2016,24426.0
SVK,2017,25151.0
SVK,2018,25862.0
SVK,2019,26707.0
SVK,2020,27052.0
SVK,2021,27546.5790360663
SVK,2022,26262.8435293797
SVK,2022,41359.09635912596
SVK,2023,41758.19157131428
SVK,2024,42157.2867835026
SVK,2025,42556.381995690914
SVK,2026,42955.47720787923
SVK,2027,43354.572420067554
SVK,2028,43753.66763225587
SVK,2029,44152.76284444419
SVK,2030,44551.8580566325
SVN,1995,28385.0
SVN,1996,29779.7037525963
SVN,1997,31404.4207554124
SVN,1998,31791.9628509515
SVN,1999,32379.3705161439
SVN,2000,33203.2334923921
SVN,2001,34558.4228900855
SVN,2002,34648.4383115769
SVN,2003,35375.7068483994
SVN,2004,37099.9518861072
SVN,2005,38510.0830732
SVN,2006,39774.0
SVN,2007,40657.0
SVN,2008,41272.0
SVN,2009,41676.0
SVN,2010,42846.0
SVN,2011,42725.0
SVN,2012,41437.0
SVN,2013,40760.0
SVN,2014,41576.0
SVN,2015,42482.0
SVN,2016,44095.0
SVN,2017,44894.0
SVN,2018,45702.0
SVN,2019,47050.0
SVN,2020,48605.0
SVN,2021,50466.6879441415
SVN,2022,47203.6274349093
SVN,2022,34509.25389473204
SVN,2023,34908.34910692036
SVN,2024,35307.44431910868
SVN,2025,35706.539531297
SVN,2026,36105.634743485316
SVN,2027,36504.72995567364
SVN,2028,36903.825167861956
SVN,2029,37302.92038005027
SVN,2030,37702.01559223859
SWE,1991,30050.7211157699
SWE,1992,30992.3741194999
SWE,1993,30586.2949337537
SWE,1994,31342.3677701236
SWE,1995,31398.0
SWE,1996,33276.0425053875
SWE,1997,34584.4610832439
SWE,1998,35725.2663852018
SWE,1999,36486.2699919809
SWE,2000,37650.8104279534
SWE,2001,38086.0239664283
SWE,2002,38587.1431853424
SWE,2003,38908.1938581604
SWE,2004,40203.8422971098
SWE,2005,41216.485544639
SWE,2006,42366.0
SWE,2007,43779.0
SWE,2008,44635.0
SWE,2009,44790.0
SWE,2010,45337.0
SWE,2011,46020.0
SWE,2012,46993.0
SWE,2013,47506.0
SWE,2014,48043.0
SWE,2015,48770.0
SWE,2016,49535.0
SWE,2017,49797.0
SWE,2018,50041.0
SWE,2019,50559.0
SWE,2020,51214.0
SWE,2021,51928.975473868
SWE,2022,50406.8307417441
SWE,2022,57549.63309314794
SWE,2023,57948.72830533626
SWE,2024,58347.82351752458
SWE,2025,58746.918729712896
SWE,2026,59146.01394190121
SWE,2027,59545.10915408953
SWE,2028,59944.20436627785
SWE,2029,60343.29957846617
SWE,2030,60742.394790654485
TUR,1995,21432.0
TUR,2006,21432.0
TUR,2007,22170.0
TUR,2008,22042.0
TUR,2009,22292.0
TUR,2010,22847.0
TUR,2011,23216.0
TUR,2012,24153.0
TUR,2013,25265.0
TUR,2014,26127.0
TUR,2015,26786.0
TUR,2016,30081.0
TUR,2017,29515.0
TUR,2018,30041.0
TUR,2019,31927.0
TUR,2020,31761.0
TUR,2022,33886.540943423504
TUR,2023,34285.63615561183
TUR,2024,34684.731367800145
TUR,2025,35083.82657998846
TUR,2026,35482.921792176785
TUR,2027,35882.0170043651
TUR,2028,36281.11221655342
TUR,2029,36680.207428741734
TUR,2030,37079.30264093005
USA,1991,52224.4237931313
USA,1992,53434.8390382302
USA,1993,53133.7567900659
USA,1994,52930.6401770043
USA,1995,53231.0
USA,1996,54009.3671068034
USA,1997,55357.4737805542
USA,1998,57637.0427831556
USA,1999,59155.7421749748
USA,2000,61131.5991879978
USA,2001,61601.2441966738
USA,2002,62096.6251177735
USA,2003,62764.1024317111
USA,2004,63927.4058206756
USA,2005,63987.3191636395
USA,2006,64945.0
USA,2007,66174.0
USA,2008,66011.0
USA,2009,66673.0
USA,2010,67263.0
USA,2011,67353.0
USA,2012,67928.0
USA,2013,67604.0
USA,2014,68591.0
USA,2015,70320.0
USA,2016,70446.0
USA,2017,71157.0
USA,2018,71937.0
USA,2019,73194.0
USA,2020,77567.0
USA,2021,78894.280607394
USA,2022,77463.4730245547
USA,2022,58172.346044456484
USA,2023,58571.4412566448
USA,2024,58970.53646883312
USA,2025,59369.631681021434
USA,2026,59768.72689320975
USA,2027,60167.82210539807
USA,2028,60566.91731758639
USA,2029,60966.012529774714
USA,2030,61365.10774196303
