LOCATION,SUBJECT,TIME,Value (Housing - IDX2015)
AUS,NOMINAL,1970,2.55237970789248
AUS,NOMINAL,1971,2.85135211850853
AUS,NOMINAL,1972,3.18366717734074
AUS,NOMINAL,1973,3.83718307899072
AUS,NOMINAL,1974,4.69019915810017
AUS,NOMINAL,1975,5.20200880556584
AUS,NOMINAL,1976,5.79384080833559
AUS,NOMINAL,1977,6.26786212135211
AUS,NOMINAL,1978,6.59017438577132
AUS,NOMINAL,1979,7.46041749970317
AUS,NOMINAL,1980,8.43457853337019
AUS,NOMINAL,1981,9.70771197782605
AUS,NOMINAL,1982,10.0550312282778
AUS,NOMINAL,1983,10.6296361962251
AUS,NOMINAL,1984,11.8538670902174
AUS,NOMINAL,1985,13.0619823709887
AUS,NOMINAL,1986,13.9702528799424
AUS,NOMINAL,1987,14.7789322108205
AUS,NOMINAL,1988,18.1088387994144
AUS,NOMINAL,1989,22.5876027086384
AUS,NOMINAL,1990,22.9336440702782
AUS,NOMINAL,1991,23.5288352122987
AUS,NOMINAL,1992,23.8887182284041
AUS,NOMINAL,1993,24.5115926793558
AUS,NOMINAL,1994,25.3895490483163
AUS,NOMINAL,1995,25.6960428257687
AUS,NOMINAL,1996,25.9036676427526
AUS,NOMINAL,1997,26.9417917276721
AUS,NOMINAL,1998,28.9211483162519
AUS,NOMINAL,1999,31.0191476573939
AUS,NOMINAL,2000,33.5956727672036
AUS,NOMINAL,2001,37.3685122986824
AUS,NOMINAL,2002,44.3723894582724
AUS,NOMINAL,2003,52.3756566617863
AUS,NOMINAL,2004,55.6470000000001
AUS,NOMINAL,2005,56.6647500000001
AUS,NOMINAL,2006,60.5795000000001
AUS,NOMINAL,2007,66.9602500000001
AUS,NOMINAL,2008,69.6027500000001
AUS,NOMINAL,2009,72.4212500000001
AUS,NOMINAL,2010,80.8770000000002
AUS,NOMINAL,2011,79.1347500000001
AUS,NOMINAL,2012,78.8802500000001
AUS,NOMINAL,2013,84.1065000000001
AUS,NOMINAL,2014,91.7202500000002
AUS,NOMINAL,2015,100.0
AUS,NOMINAL,2016,105.5
AUS,NOMINAL,2017,114.30825
AUS,NOMINAL,2018,112.66375
AUS,NOMINAL,2019,108.08375
AUS,NOMINAL,2020,113.9165
AUS,NOMINAL,2021,133.763749998987
AUS,NOMINAL,2022,109.14546254977755
AUS,NOMINAL,2023,110.70694708419283
AUS,NOMINAL,2024,112.26843161860812
AUS,NOMINAL,2025,113.82991615302339
AUS,NOMINAL,2026,115.39140068743868
AUS,NOMINAL,2027,116.95288522185396
AUS,NOMINAL,2028,118.51436975626925
AUS,NOMINAL,2029,120.07585429068452
AUS,NOMINAL,2030,121.63733882509979
AUS,PRICEINCOME,1970,56.070563937556
AUS,PRICEINCOME,1971,57.5336610404967
AUS,PRICEINCOME,1972,58.5415111806666
AUS,PRICEINCOME,1973,60.6222912045289
AUS,PRICEINCOME,1974,61.5311905715587
AUS,PRICEINCOME,1975,57.2195850022864
AUS,PRICEINCOME,1976,56.9086662933858
AUS,PRICEINCOME,1977,55.773124032112
AUS,PRICEINCOME,1978,53.1555134500852
AUS,PRICEINCOME,1979,53.7231085131301
AUS,PRICEINCOME,1980,54.6345468257282
AUS,PRICEINCOME,1981,56.3392366529555
AUS,PRICEINCOME,1982,52.7441130639953
AUS,PRICEINCOME,1983,51.5911397080661
AUS,PRICEINCOME,1984,52.9528794249183
AUS,PRICEINCOME,1985,54.9166820777052
AUS,PRICEINCOME,1986,54.8673459407119
AUS,PRICEINCOME,1987,54.528222608514
AUS,PRICEINCOME,1988,61.2788919557119
AUS,PRICEINCOME,1989,69.1183654159919
AUS,PRICEINCOME,1990,65.2278774635193
AUS,PRICEINCOME,1991,66.401453149534
AUS,PRICEINCOME,1992,65.478179593265
AUS,PRICEINCOME,1993,65.4857302861802
AUS,PRICEINCOME,1994,64.8137211841569
AUS,PRICEINCOME,1995,62.9482587694607
AUS,PRICEINCOME,1996,60.3281555796079
AUS,PRICEINCOME,1997,60.5613872186063
AUS,PRICEINCOME,1998,64.2418386763448
AUS,PRICEINCOME,1999,65.8670246370738
AUS,PRICEINCOME,2000,67.5521437785346
AUS,PRICEINCOME,2001,69.4886454007653
AUS,PRICEINCOME,2002,80.9522951386501
AUS,PRICEINCOME,2003,91.4274219696394
AUS,PRICEINCOME,2004,90.8647096803031
AUS,PRICEINCOME,2005,88.012359612119
AUS,PRICEINCOME,2006,89.4827779994794
AUS,PRICEINCOME,2007,91.1379447100991
AUS,PRICEINCOME,2008,88.5007289511975
AUS,PRICEINCOME,2009,87.6279693433183
AUS,PRICEINCOME,2010,94.0808443936552
AUS,PRICEINCOME,2011,86.5098416842017
AUS,PRICEINCOME,2012,85.0562598929382
AUS,PRICEINCOME,2013,88.3212206413335
AUS,PRICEINCOME,2014,92.9338959467252
AUS,PRICEINCOME,2015,100.0
AUS,PRICEINCOME,2016,105.005076766349
AUS,PRICEINCOME,2017,112.311936448261
AUS,PRICEINCOME,2018,107.675256966637
AUS,PRICEINCOME,2019,100.625383269489
AUS,PRICEINCOME,2020,100.180358035204
AUS,PRICEINCOME,2021,113.734474077182
AUS,PRICEINCOME,2022,134.00130579098897
AUS,PRICEINCOME,2023,135.56279032540425
AUS,PRICEINCOME,2024,137.12427485981954
AUS,PRICEINCOME,2025,138.6857593942348
AUS,PRICEINCOME,2026,140.24724392865008
AUS,PRICEINCOME,2027,141.80872846306536
AUS,PRICEINCOME,2028,143.37021299748065
AUS,PRICEINCOME,2029,144.93169753189594
AUS,PRICEINCOME,2030,146.4931820663112
AUS,PRICERENT,1973,40.9202221985671
AUS,PRICERENT,1974,45.0634623302121
AUS,PRICERENT,1975,42.9199683099628
AUS,PRICERENT,1976,41.7044257138308
AUS,PRICERENT,1977,40.6310458761469
AUS,PRICERENT,1978,39.4633861958109
AUS,PRICERENT,1979,41.1628412061575
AUS,PRICERENT,1980,43.5727941118236
AUS,PRICERENT,1981,46.4066174094464
AUS,PRICERENT,1982,43.0479151313726
AUS,PRICERENT,1983,41.7513895663949
AUS,PRICERENT,1984,43.3761365352842
AUS,PRICERENT,1985,44.062348700885
AUS,PRICERENT,1986,42.7376587995127
AUS,PRICERENT,1987,40.9724729467807
AUS,PRICERENT,1988,44.9664946955177
AUS,PRICERENT,1989,51.3443623048437
AUS,PRICERENT,1990,49.1966511335854
AUS,PRICERENT,1991,48.8618400597819
AUS,PRICERENT,1992,49.1467720823632
AUS,PRICERENT,1993,50.1926513925275
AUS,PRICERENT,1994,51.6288812267685
AUS,PRICERENT,1995,51.3755050669354
AUS,PRICERENT,1996,50.2538991706674
AUS,PRICERENT,1997,50.7804798595135
AUS,PRICERENT,1998,52.9008379269779
AUS,PRICERENT,1999,55.2586698298598
AUS,PRICERENT,2000,58.0622630943806
AUS,PRICERENT,2001,62.6188612348013
AUS,PRICERENT,2002,72.558488241896
AUS,PRICERENT,2003,84.0717119706622
AUS,PRICERENT,2004,87.1543627905174
AUS,PRICERENT,2005,86.8240207526831
AUS,PRICERENT,2006,89.8901063150218
AUS,PRICERENT,2007,94.1712125595452
AUS,PRICERENT,2008,90.9112137362711
AUS,PRICERENT,2009,88.5577039792338
AUS,PRICERENT,2010,94.8306567230969
AUS,PRICERENT,2011,88.7311747873542
AUS,PRICERENT,2012,84.9053437188063
AUS,PRICERENT,2013,87.6314579494043
AUS,PRICERENT,2014,93.2282591599307
AUS,PRICERENT,2015,100.0
AUS,PRICERENT,2016,104.71443896321
AUS,PRICERENT,2017,112.746816531659
AUS,PRICERENT,2018,110.409291270774
AUS,PRICERENT,2019,105.540464526214
AUS,PRICERENT,2020,112.289467118824
AUS,PRICERENT,2021,132.074142534363
AUS,PRICERENT,2022,125.71602471058515
AUS,PRICERENT,2023,127.27750924500043
AUS,PRICERENT,2024,128.83899377941572
AUS,PRICERENT,2025,130.400478313831
AUS,PRICERENT,2026,131.9619628482463
AUS,PRICERENT,2027,133.52344738266157
AUS,PRICERENT,2028,135.08493191707686
AUS,PRICERENT,2029,136.64641645149212
AUS,PRICERENT,2030,138.2079009859074
AUS,REAL,1970,26.1806591825721
AUS,REAL,1971,27.2890934456185
AUS,REAL,1972,28.669252032128
AUS,REAL,1973,31.772034282541
AUS,REAL,1974,33.731077945914
AUS,REAL,1975,31.9268440034147
AUS,REAL,1976,31.2118699953994
AUS,REAL,1977,30.6139476745834
AUS,REAL,1978,29.6854206519904
AUS,REAL,1979,30.6479430907465
AUS,REAL,1980,31.4003678016372
AUS,REAL,1981,33.0949821344314
AUS,REAL,1982,31.0746477237035
AUS,REAL,1983,30.0530795661021
AUS,REAL,1984,31.5049308133956
AUS,REAL,1985,32.5545212454938
AUS,REAL,1986,32.2070543055641
AUS,REAL,1987,31.6055482597009
AUS,REAL,1988,36.190026563751
AUS,REAL,1989,42.4289968235221
AUS,REAL,1990,40.4803995105553
AUS,REAL,1991,40.049502383553
AUS,REAL,1992,39.9235111757291
AUS,REAL,1993,40.1285230277619
AUS,REAL,1994,40.9197171607234
AUS,REAL,1995,40.2986862625773
AUS,REAL,1996,39.8304833013657
AUS,REAL,1997,40.8667677134107
AUS,REAL,1998,43.2653125420614
AUS,REAL,1999,45.8750842692431
AUS,REAL,2000,48.0536691004869
AUS,REAL,2001,51.6504049845276
AUS,REAL,2002,59.7476890580184
AUS,REAL,2003,69.1385385769107
AUS,REAL,2004,72.4167713771917
AUS,REAL,2005,72.1819798374037
AUS,REAL,2006,74.5142978468726
AUS,REAL,2007,79.8483834625628
AUS,REAL,2008,80.367028817776
AUS,REAL,2009,81.5167598556728
AUS,REAL,2010,89.1564498272382
AUS,REAL,2011,85.3348513753187
AUS,REAL,2012,83.1597134483647
AUS,REAL,2013,86.7170164840728
AUS,REAL,2014,92.9259884463329
AUS,REAL,2015,100.0
AUS,REAL,2016,104.633057944494
AUS,REAL,2017,111.981612264131
AUS,REAL,2018,108.662849492062
AUS,REAL,2019,102.545272515912
AUS,REAL,2020,107.186670602898
AUS,REAL,2021,123.744836697142
AUS,REAL,2022,117.43074363018135
AUS,REAL,2023,118.99222816459664
AUS,REAL,2024,120.55371269901192
AUS,REAL,2025,122.1151972334272
AUS,REAL,2026,123.67668176784248
AUS,REAL,2027,125.23816630225775
AUS,REAL,2028,126.79965083667304
AUS,REAL,2029,128.36113537108832
AUS,REAL,2030,129.9226199055036
AUS,RENT,1973,9.36645492083802
AUS,RENT,1974,10.4147668018459
AUS,RENT,1975,12.1239765154971
AUS,RENT,1976,13.901551737694
AUS,RENT,1977,15.4284444285556
AUS,RENT,1978,16.7046520880815
AUS,RENT,1979,18.1175972646997
AUS,RENT,1980,19.3482274185284
AUS,RENT,1981,20.9206951150869
AUS,RENT,1982,23.3819529227441
AUS,RENT,1983,25.4557906819738
AUS,RENT,1984,27.3245234155654
AUS,RENT,1985,29.6490487061311
AUS,RENT,1986,32.7028265878533
AUS,RENT,1987,36.0756670094584
AUS,RENT,1988,40.2005525250691
AUS,RENT,1989,44.0063855007982
AUS,RENT,1990,46.6271708283964
AUS,RENT,1991,48.1540635192579
AUS,RENT,1992,48.609856076232
AUS,RENT,1993,48.8377461047183
AUS,RENT,1994,49.1795861474483
AUS,RENT,1995,50.0227937528493
AUS,RENT,1996,51.5496864437108
AUS,RENT,1997,53.053791631724
AUS,RENT,1998,54.67183933398
AUS,RENT,1999,56.1303620162953
AUS,RENT,2000,57.8623622327953
AUS,RENT,2001,59.6627224578403
AUS,RENT,2002,61.1440351430044
AUS,RENT,2003,62.2835102854388
AUS,RENT,2004,63.8559779819973
AUS,RENT,2005,65.2689231586155
AUS,RENT,2006,67.3883384235423
AUS,RENT,2007,71.0802288850286
AUS,RENT,2008,76.6408470801059
AUS,RENT,2009,81.7456827182104
AUS,RENT,2010,85.3008331626042
AUS,RENT,2011,89.2206111525764
AUS,RENT,2012,92.9125016140627
AUS,RENT,2013,95.9662819957853
AUS,RENT,2014,98.3819622977453
AUS,RENT,2015,100.0
AUS,RENT,2016,100.752062594008
AUS,RENT,2017,101.39016267377
AUS,RENT,2018,102.05103775638
AUS,RENT,2019,102.415712801964
AUS,RENT,2020,101.458537682317
AUS,RENT,2021,101.27623765953
AUS,RENT,2022,103.646337956076
AUS,RENT,2022,100.86018146937374
AUS,RENT,2023,102.42166600378903
AUS,RENT,2024,103.98315053820431
AUS,RENT,2025,105.5446350726196
AUS,RENT,2026,107.10611960703487
AUS,RENT,2027,108.66760414145016
AUS,RENT,2028,110.22908867586543
AUS,RENT,2029,111.79057321028071
AUS,RENT,2030,113.352057744696
AUT,NOMINAL,2000,58.5838607572212
AUT,NOMINAL,2001,59.0818235759493
AUT,NOMINAL,2002,59.4186807753164
AUT,NOMINAL,2003,59.579786392405
AUT,NOMINAL,2004,58.4374011075949
AUT,NOMINAL,2005,61.3519481803797
AUT,NOMINAL,2006,63.8710541930379
AUT,NOMINAL,2007,66.8588310917721
AUT,NOMINAL,2008,67.5764833860759
AUT,NOMINAL,2009,70.2127571202531
AUT,NOMINAL,2010,76.7975
AUT,NOMINAL,2011,81.5974999999999
AUT,NOMINAL,2012,87.57
AUT,NOMINAL,2013,92.1
AUT,NOMINAL,2014,95.3299999999999
AUT,NOMINAL,2015,100.0
AUT,NOMINAL,2016,108.5325
AUT,NOMINAL,2017,114.26
AUT,NOMINAL,2018,119.64
AUT,NOMINAL,2019,126.6
AUT,NOMINAL,2020,136.31125
AUT,NOMINAL,2021,153.2625
AUT,NOMINAL,2022,170.764999999478
AUT,NOMINAL,2022,107.81848520590441
AUT,NOMINAL,2023,109.37996974031968
AUT,NOMINAL,2024,110.94145427473497
AUT,NOMINAL,2025,112.50293880915024
AUT,NOMINAL,2026,114.06442334356552
AUT,NOMINAL,2027,115.62590787798081
AUT,NOMINAL,2028,117.1873924123961
AUT,NOMINAL,2029,118.74887694681138
AUT,NOMINAL,2030,120.31036148122665
AUT,PRICEINCOME,2000,82.1474782814372
AUT,PRICEINCOME,2001,81.72380942102
AUT,PRICEINCOME,2002,80.8729992391986
AUT,PRICEINCOME,2003,78.6480056729981
AUT,PRICEINCOME,2004,74.8017613785321
AUT,PRICEINCOME,2005,74.0789662518479
AUT,PRICEINCOME,2006,74.0053751731505
AUT,PRICEINCOME,2007,74.1861301297559
AUT,PRICEINCOME,2008,73.0042889290529
AUT,PRICEINCOME,2009,76.0268288080387
AUT,PRICEINCOME,2010,82.6880271315061
AUT,PRICEINCOME,2011,85.8923459180101
AUT,PRICEINCOME,2012,89.0766790717849
AUT,PRICEINCOME,2013,94.1608234907781
AUT,PRICEINCOME,2014,95.5778796192714
AUT,PRICEINCOME,2015,100.0
AUT,PRICEINCOME,2016,105.462529180997
AUT,PRICEINCOME,2017,107.948842904187
AUT,PRICEINCOME,2018,109.974766028723
AUT,PRICEINCOME,2019,113.075090891435
AUT,PRICEINCOME,2020,124.086595280514
AUT,PRICEINCOME,2021,134.255136292377
AUT,PRICEINCOME,2022,139.928825731509
AUT,PRICEINCOME,2022,132.6743284471158
AUT,PRICEINCOME,2023,134.2358129815311
AUT,PRICEINCOME,2024,135.79729751594638
AUT,PRICEINCOME,2025,137.35878205036164
AUT,PRICEINCOME,2026,138.92026658477693
AUT,PRICEINCOME,2027,140.4817511191922
AUT,PRICEINCOME,2028,142.0432356536075
AUT,PRICEINCOME,2029,143.60472018802278
AUT,PRICEINCOME,2030,145.16620472243807
AUT,PRICERENT,2000,94.9301508900805
AUT,PRICERENT,2001,93.1077413065748
AUT,PRICERENT,2002,92.0962712354936
AUT,PRICERENT,2003,88.477892598968
AUT,PRICERENT,2004,83.871019046797
AUT,PRICERENT,2005,85.1295931830582
AUT,PRICERENT,2006,86.6759566077911
AUT,PRICERENT,2007,88.9794001513514
AUT,PRICERENT,2008,88.8167128174117
AUT,PRICERENT,2009,88.1608825710084
AUT,PRICERENT,2010,92.749433920261
AUT,PRICERENT,2011,95.3808494268589
AUT,PRICERENT,2012,98.0493857854444
AUT,PRICERENT,2013,100.018492568545
AUT,PRICERENT,2014,99.5795564781637
AUT,PRICERENT,2015,100.0
AUT,PRICERENT,2016,105.309703656561
AUT,PRICERENT,2017,106.464482327242
AUT,PRICERENT,2018,107.480488823439
AUT,PRICERENT,2019,110.447410849678
AUT,PRICERENT,2020,114.232972157232
AUT,PRICERENT,2021,126.018917597026
AUT,PRICERENT,2022,139.18580091698
AUT,PRICERENT,2022,124.389047366712
AUT,PRICERENT,2023,125.95053190112729
AUT,PRICERENT,2024,127.51201643554258
AUT,PRICERENT,2025,129.07350096995785
AUT,PRICERENT,2026,130.63498550437313
AUT,PRICERENT,2027,132.19647003878842
AUT,PRICERENT,2028,133.7579545732037
AUT,PRICERENT,2029,135.31943910761896
AUT,PRICERENT,2030,136.88092364203425
AUT,REAL,2000,77.9891592372344
AUT,REAL,2001,76.8263726589681
AUT,REAL,2002,76.4830786471519
AUT,REAL,2003,75.5267289641752
AUT,REAL,2004,72.8295257021457
AUT,REAL,2005,74.6549567541422
AUT,REAL,2006,76.1253612426631
AUT,REAL,2007,77.757387440855
AUT,REAL,2008,76.9777613112777
AUT,REAL,2009,79.713384559499
AUT,REAL,2010,85.6853325465636
AUT,REAL,2011,88.2521794819594
AUT,REAL,2012,92.5324944190113
AUT,REAL,2013,95.3254573990346
AUT,REAL,2014,96.7174842476299
AUT,REAL,2015,100.0
AUT,REAL,2016,106.991172458652
AUT,REAL,2017,110.694778598367
AUT,REAL,2018,113.629882273313
AUT,REAL,2019,118.173576980296
AUT,REAL,2020,125.355913020933
AUT,REAL,2021,137.80327211194
AUT,REAL,2022,143.157800837224
AUT,REAL,2022,116.1037662863082
AUT,REAL,2023,117.66525082072349
AUT,REAL,2024,119.22673535513877
AUT,REAL,2025,120.78821988955406
AUT,REAL,2026,122.34970442396933
AUT,REAL,2027,123.9111889583846
AUT,REAL,2028,125.47267349279988
AUT,REAL,2029,127.03415802721517
AUT,REAL,2030,128.59564256163046
AUT,RENT,1966,6.67705693946615
AUT,RENT,1967,7.07486512479098
AUT,RENT,1968,7.57059493197715
AUT,RENT,1969,8.1230753851017
AUT,RENT,1970,9.04276350199559
AUT,RENT,1971,10.2022482155196
AUT,RENT,1972,11.2382178923437
AUT,RENT,1973,12.5412488811004
AUT,RENT,1974,13.1888690479556
AUT,RENT,1975,14.5792490953968
AUT,RENT,1976,17.1491460321163
AUT,RENT,1977,18.9640429733743
AUT,RENT,1978,19.9877725353227
AUT,RENT,1979,20.7016027263277
AUT,RENT,1980,21.393178589023
AUT,RENT,1981,22.6895318734543
AUT,RENT,1982,25.2928103026383
AUT,RENT,1983,28.9081311396744
AUT,RENT,1984,31.1052598765176
AUT,RENT,1985,33.2845814018264
AUT,RENT,1986,34.5926148111918
AUT,RENT,1987,35.7738022980787
AUT,RENT,1988,36.5488330634623
AUT,RENT,1989,37.516369157749
AUT,RENT,1990,39.0820096555547
AUT,RENT,1991,40.9731261482881
AUT,RENT,1992,43.6281485853044
AUT,RENT,1993,45.8970427276853
AUT,RENT,1994,48.8207947311884
AUT,RENT,1995,52.5134574426373
AUT,RENT,1996,55.7009295628561
AUT,RENT,1997,57.7345754900707
AUT,RENT,1998,59.4790558827875
AUT,RENT,1999,60.7006586576481
AUT,RENT,2000,61.7281013888227
AUT,RENT,2001,63.4719167811812
AUT,RENT,2002,64.5470195230793
AUT,RENT,2003,67.3556451550201
AUT,RENT,2004,69.701315682796
AUT,RENT,2005,72.0904837203587
AUT,RENT,2006,73.706649083996
AUT,RENT,2007,75.1545894097825
AUT,RENT,2008,76.0978496220161
AUT,RENT,2009,79.6726304263418
AUT,RENT,2010,82.8088311319869
AUT,RENT,2011,85.556471750206
AUT,RENT,2012,89.3258500983162
AUT,RENT,2013,92.101098222747
AUT,RENT,2014,95.7600140460031
AUT,RENT,2015,100.0
AUT,RENT,2016,103.082848193641
AUT,RENT,2017,107.340474151607
AUT,RENT,2018,111.331500049587
AUT,RENT,2019,114.639250793831
AUT,RENT,2020,119.344851852592
AUT,RENT,2021,121.702277383012
AUT,RENT,2022,122.716877612047
AUT,RENT,2022,99.5332041255006
AUT,RENT,2023,101.09468865991587
AUT,RENT,2024,102.65617319433116
AUT,RENT,2025,104.21765772874645
AUT,RENT,2026,105.77914226316173
AUT,RENT,2027,107.340626797577
AUT,RENT,2028,108.90211133199229
AUT,RENT,2029,110.46359586640757
AUT,RENT,2030,112.02508040082284
BEL,NOMINAL,1970,7.73556427543346
BEL,NOMINAL,1971,7.6769658010952
BEL,NOMINAL,1972,8.35087968169533
BEL,NOMINAL,1973,9.52347873250405
BEL,NOMINAL,1974,10.9551127914304
BEL,NOMINAL,1975,12.6485418241966
BEL,NOMINAL,1976,15.3269057971015
BEL,NOMINAL,1977,17.8459959042218
BEL,NOMINAL,1978,19.9312020321361
BEL,NOMINAL,1979,21.6099851921865
BEL,NOMINAL,1980,21.7784127284184
BEL,NOMINAL,1981,20.5975892407058
BEL,NOMINAL,1982,19.8451575299307
BEL,NOMINAL,1983,19.5229483301827
BEL,NOMINAL,1984,19.9183868935098
BEL,NOMINAL,1985,20.2113043478261
BEL,NOMINAL,1986,21.1559631379962
BEL,NOMINAL,1987,22.5088756301197
BEL,NOMINAL,1988,24.321302378702
BEL,NOMINAL,1989,27.6935145715186
BEL,NOMINAL,1990,30.6263505828608
BEL,NOMINAL,1991,31.9298332545684
BEL,NOMINAL,1992,34.0571462665406
BEL,NOMINAL,1993,35.8677422810334
BEL,NOMINAL,1994,38.165313563327
BEL,NOMINAL,1995,39.8898650756144
BEL,NOMINAL,1996,40.755802299937
BEL,NOMINAL,1997,41.7370757718967
BEL,NOMINAL,1998,44.3861479993699
BEL,NOMINAL,1999,47.5405028355388
BEL,NOMINAL,2000,50.1145149653435
BEL,NOMINAL,2001,52.5420683679899
BEL,NOMINAL,2002,55.9051268903592
BEL,NOMINAL,2003,59.7606528827978
BEL,NOMINAL,2004,64.9526147605546
BEL,NOMINAL,2005,72.5362500000001
BEL,NOMINAL,2006,79.6152500000001
BEL,NOMINAL,2007,85.81875
BEL,NOMINAL,2008,89.60525
BEL,NOMINAL,2009,89.183
BEL,NOMINAL,2010,91.9775000000001
BEL,NOMINAL,2011,95.67575
BEL,NOMINAL,2012,97.8135000000001
BEL,NOMINAL,2013,98.9620000000001
BEL,NOMINAL,2014,98.417
BEL,NOMINAL,2015,100.0
BEL,NOMINAL,2016,102.6405
BEL,NOMINAL,2017,106.37275
BEL,NOMINAL,2018,109.41525
BEL,NOMINAL,2019,113.77875
BEL,NOMINAL,2020,118.59525
BEL,NOMINAL,2021,127.0575
BEL,NOMINAL,2022,134.193500000471
BEL,NOMINAL,2022,109.01276481539023
BEL,NOMINAL,2023,110.57424934980551
BEL,NOMINAL,2024,112.1357338842208
BEL,NOMINAL,2025,113.69721841863608
BEL,NOMINAL,2026,115.25870295305137
BEL,NOMINAL,2027,116.82018748746664
BEL,NOMINAL,2028,118.38167202188193
BEL,NOMINAL,2029,119.9431565562972
BEL,NOMINAL,2030,121.50464109071248
BEL,PRICEINCOME,1970,74.4611529182742
BEL,PRICEINCOME,1971,67.2110092187559
BEL,PRICEINCOME,1972,65.0886605834471
BEL,PRICEINCOME,1973,65.8648769298036
BEL,PRICEINCOME,1974,64.7177606471778
BEL,PRICEINCOME,1975,66.5760422098222
BEL,PRICEINCOME,1976,69.7105336286435
BEL,PRICEINCOME,1977,76.4170773083153
BEL,PRICEINCOME,1978,79.6930753355297
BEL,PRICEINCOME,1979,81.1399638151317
BEL,PRICEINCOME,1980,73.5252627068548
BEL,PRICEINCOME,1981,64.4694142844532
BEL,PRICEINCOME,1982,58.9367554948311
BEL,PRICEINCOME,1983,54.8933087489357
BEL,PRICEINCOME,1984,53.338057844086
BEL,PRICEINCOME,1985,51.4129115931481
BEL,PRICEINCOME,1986,50.7251224640536
BEL,PRICEINCOME,1987,53.2257624316584
BEL,PRICEINCOME,1988,55.2432309804391
BEL,PRICEINCOME,1989,58.8477062299533
BEL,PRICEINCOME,1990,60.0676064774883
BEL,PRICEINCOME,1991,58.8783299561873
BEL,PRICEINCOME,1992,59.9371123077182
BEL,PRICEINCOME,1993,61.2773706814061
BEL,PRICEINCOME,1994,62.6357057653443
BEL,PRICEINCOME,1995,60.9233467867404
BEL,PRICEINCOME,1996,62.2016544640337
BEL,PRICEINCOME,1997,62.5583890491966
BEL,PRICEINCOME,1998,64.5726574194612
BEL,PRICEINCOME,1999,67.3078517852551
BEL,PRICEINCOME,2000,67.8520975385434
BEL,PRICEINCOME,2001,67.9832367096822
BEL,PRICEINCOME,2002,71.8510532403219
BEL,PRICEINCOME,2003,76.0956843938347
BEL,PRICEINCOME,2004,81.3207501775254
BEL,PRICEINCOME,2005,87.903267144424
BEL,PRICEINCOME,2006,92.1127930870064
BEL,PRICEINCOME,2007,95.0628701331986
BEL,PRICEINCOME,2008,94.9803632799401
BEL,PRICEINCOME,2009,95.1455721230975
BEL,PRICEINCOME,2010,97.9880147919349
BEL,PRICEINCOME,2011,100.22821499502
BEL,PRICEINCOME,2012,100.312416720431
BEL,PRICEINCOME,2013,100.66913831899
BEL,PRICEINCOME,2014,99.3836635485007
BEL,PRICEINCOME,2015,100.0
BEL,PRICEINCOME,2016,100.140491003531
BEL,PRICEINCOME,2017,100.229498512433
BEL,PRICEINCOME,2018,100.414347719887
BEL,PRICEINCOME,2019,100.86085663338
BEL,PRICEINCOME,2020,103.493684974739
BEL,PRICEINCOME,2021,107.388951019066
BEL,PRICEINCOME,2022,106.39078499614
BEL,PRICEINCOME,2022,133.86860805660163
BEL,PRICEINCOME,2023,135.43009259101692
BEL,PRICEINCOME,2024,136.9915771254322
BEL,PRICEINCOME,2025,138.5530616598475
BEL,PRICEINCOME,2026,140.11454619426277
BEL,PRICEINCOME,2027,141.67603072867803
BEL,PRICEINCOME,2028,143.23751526309331
BEL,PRICEINCOME,2029,144.7989997975086
BEL,PRICEINCOME,2030,146.36048433192389
BEL,PRICERENT,1977,66.5596109510141
BEL,PRICERENT,1978,69.3540849661652
BEL,PRICERENT,1979,70.9711608663694
BEL,PRICERENT,1980,66.5981487804835
BEL,PRICERENT,1981,57.1024276583977
BEL,PRICERENT,1982,50.8592964456548
BEL,PRICERENT,1983,45.9012278192334
BEL,PRICERENT,1984,44.5286600154807
BEL,PRICERENT,1985,43.0434624903952
BEL,PRICERENT,1986,43.4236928994684
BEL,PRICERENT,1987,44.3125563321906
BEL,PRICERENT,1988,46.1905172890271
BEL,PRICERENT,1989,50.7164720999055
BEL,PRICERENT,1990,54.3568490665517
BEL,PRICERENT,1991,55.0165998040097
BEL,PRICERENT,1992,55.4269741539474
BEL,PRICERENT,1993,55.439681152528
BEL,PRICERENT,1994,56.424465890267
BEL,PRICERENT,1995,57.3239435080218
BEL,PRICERENT,1996,57.1539797216605
BEL,PRICERENT,1997,57.5569965953545
BEL,PRICERENT,1998,60.5054818480261
BEL,PRICERENT,1999,63.8704746508007
BEL,PRICERENT,2000,66.3397624845911
BEL,PRICERENT,2001,68.2351716498676
BEL,PRICERENT,2002,70.8041335242526
BEL,PRICERENT,2003,74.0532785531067
BEL,PRICERENT,2004,78.9789078936731
BEL,PRICERENT,2005,86.4775442118073
BEL,PRICERENT,2006,91.7231772056706
BEL,PRICERENT,2007,96.9823893464842
BEL,PRICERENT,2008,99.3096237909511
BEL,PRICERENT,2009,96.8288277622931
BEL,PRICERENT,2010,98.695695780348
BEL,PRICERENT,2011,101.4792518077
BEL,PRICERENT,2012,102.174645180536
BEL,PRICERENT,2013,102.031627563525
BEL,PRICERENT,2014,99.3843491043865
BEL,PRICERENT,2015,100.0
BEL,PRICERENT,2016,101.684075099345
BEL,PRICERENT,2017,104.256574525805
BEL,PRICERENT,2018,106.146657577649
BEL,PRICERENT,2019,109.202384629073
BEL,PRICERENT,2020,110.848439274898
